Compound	m.z	Retention.time..min.	Mode	Intensity	M27_KV_E	M12_EX_E	M9_EX_E	Y8_KV_E	M21_DEV_E	AY10_KV_E	AO13_KV_E	AO10_KV_E	M7_EX_E	AY3_KV_E	AY1_KV_E	M29_KV_E	AY2_KV_E	M8_EX_E	M18_D6_E	O9_KV_E	MA_M2_E	AO8_KV_E	M24_DEV_E	M4_D6_E	M5_D6_E	Y9_KV_E	O13_KV_E	O11_KV_E	M28_KV_E	O8_KV_E	M10_DEV_E	Y6_KV_E	M19_D6_E	M13_DEV_E	Y7_KV_E	AO3_KV_E	QC1	QC2	QC3	LipidIon	FattyAcid	Class	IonFormula	RT_LS	mz_LS	mscore	tscore
15.79_878.4949m/z	878.4949	15.79	Accucore_C18_neg	115067.43	37870.76	408909.50	304430.83	155049.65	760850.97	70579.78	177228.93	269576.04	670762.34	60402.92	65490.32	45228.58	102841.18	337506.58	39965.48	75860.18	34995.58	263326.82	463768.40	28597.50	25766.36	163391.93	16508.83	56006.44	47881.17	47170.96	422500.27	237912.80	27177.04	398614.80	127293.68	329742.96	225544.28	226002.29	224697.16	PS(22:6/22:6)-H	(22:6/22:6)	PS	C50 H73 O10 N1 P1	15.78	878.4978	7.33746925	0.089793415
16.76_788.5592m/z	788.5592	16.76	Accucore_C18_pos	114283.23	164593.86	209482.29	182773.25	51362.56	167981.56	37003.22	91554.52	145241.70	231631.65	32753.64	30610.02	148818.14	44646.69	187642.80	138810.55	65887.18	128293.89	109347.16	105786.34	121665.52	90968.66	58124.40	20940.58	52897.24	194105.04	30451.06	154773.89	51704.61	121081.21	156335.44	44473.06	119219.31	138814.13	136807.60	130330.45	PC(16:1e/20:4)+Na| PC(16:2e/22:6)+H	(16:1e/20:4)| (16:2e/22:6)	PC| PC	C44 H80 O7 N1 P1 Na1| C46 H79 O7 N1 P1	17.1503987364906| 17.1531936425263	788.55646347| 788.55886847	15.5753852600084| 12.9895090078253	0.0738204383545308| 1.03377669255663
16.40_702.5443m/z	702.5443	16.40	Accucore_C18_pos	112886.08	221936.71	266127.95	243124.75	45542.35	445405.23	19996.45	61614.39	121494.45	522485.26	11331.41	7945.12	184141.55	13508.18	262467.72	150752.41	91058.77	169359.87	103728.97	185020.87	117471.30	98908.88	42046.20	22321.50	64117.23	211144.94	30866.10	183938.43	59036.25	130427.60	181769.32	23049.94	108300.85	157759.51	143355.34	167921.29	PC(16:2e/15:0)+H	(16:2e/15:0)	PC	C39 H77 O7 N1 P1	16.61	702.5432	7.918640133	0.053146589
15.93_814.5764m/z	814.5764	15.93	Accucore_C18_pos	112273.56	59392.83	476322.74	273941.93	92716.94	854730.44	42240.51	92537.74	220599.84	680418.58	39530.97	35542.12	49860.98	59545.73	272137.78	119891.56	79375.23	116697.49	141547.90	344719.53	107849.64	144128.95	107280.83	18263.31	45456.93	74180.69	48596.34	245910.39	378970.51	130798.27	264712.53	99508.66	160741.37	199492.17	201421.76	201075.42	PC(18:3e/22:6)+H	(18:3e/22:6)	PC	C48 H81 O7 N1 P1	15.91	814.5745	11.3922566	0.649351096
16.35_664.4201m/z	664.4201	16.35	Accucore_C18_neg	109746.54	123186.20	229198.48	159031.81	99111.71	348375.97	57442.71	107502.09	139773.07	282407.24	30565.42	34955.99	92118.86	56512.88	185855.30	121593.20	97893.91	80073.61	151926.73	244682.66	111990.99	130589.50	100923.46	25658.70	62071.04	92148.94	45222.70	260321.14	95758.57	123792.72	267046.52	65171.98	128394.93	181282.13	170425.18	173334.81	PS(11:0/16:0)-H	(11:0/16:0)	PS	C33 H63 O10 N1 P1	16.62	664.4195	3.265920321	1.329750593
17.78_740.5254m/z	740.5254	17.78	Accucore_C18_neg	107374.56	92725.80	466356.02	378769.25	85795.06	714982.50	28909.84	60655.75	146392.57	647033.83	46478.17	35994.96	82683.29	52163.88	358126.97	127847.74	85212.20	167953.40	115983.42	329442.79	86666.68	112780.42	89276.02	40917.12	61208.38	136135.25	62876.86	205199.46	373043.77	101968.70	209277.90	117429.60	101264.41	197957.40	185344.15	188753.55	PE(18:1/18:2)-H| PE(18:0/18:3)-H	(18:1/18:2)| (18:0/18:3)	PE| PE	C41 H75 O8 N1 P1| C41 H75 O8 N1 P1	17.4369731589293| 17.75	740.523580529999| 740.523580529999	13.8461554801447| 8.05979516149836	0.146109779416281| 0.251532933720177
14.25_647.5150m/z	647.5150	14.25	Accucore_C18_pos	105932.51	67333.05	245761.44	214995.07	75087.75	408550.68	75006.02	138631.71	269771.44	346830.38	88199.53	73770.63	66714.96	109391.23	206322.94	116427.13	70037.97	75826.32	193391.86	136174.36	102473.79	134854.53	78792.92	16427.91	48233.31	76736.79	44949.05	201318.53	85028.97	135289.29	209943.15	50258.76	236058.12	178909.62	174575.46	182478.65	SM(d18:1/12:0)+H	(d18:1/12:0)	SM	C35 H72 O6 N2 P1	14.21	647.5123	10	1.755637288
14.88_878.4983m/z	878.4983	14.88	Accucore_C18_neg	103432.15	31260.32	811274.95	599988.51	112846.89	1643465.01	94017.42	242777.54	465899.63	2595632.04	75151.60	68068.35	36179.81	123039.45	674559.36	48677.47	78913.72	32862.20	394574.82	631495.26	30715.94	34080.02	125529.47	17206.59	57153.47	57289.43	44232.63	879494.17	161564.72	39121.96	826384.64	71817.53	537685.72	409216.31	411258.72	419782.54	PS(22:6/22:6)-H	(22:6/22:6)	PS	C50 H73 O10 N1 P1	14.87	878.4978	25.83327933	0.823694188
18.59_768.5217m/z	768.5217	18.59	Accucore_C18_neg	102494.92	163941.24	124961.26	169351.91	31982.37	281857.41	29352.44	49468.76	135367.86	308174.49	38259.85	22471.69	162475.67	37357.77	167007.26	176189.01	41343.22	111002.89	86058.41	133429.12	99837.25	105152.58	36046.52	16108.42	36052.51	224203.84	31144.58	120997.08	57561.61	119756.44	138197.02	36946.40	87802.29	129315.66	133918.31	133796.78	PS(18:3e/18:1)-H	(18:3e/18:1)	PS	C42 H75 O9 N1 P1	18.58	768.5185	5.726669663	1.186506514
19.21_816.6596m/z	816.6596	19.21	Accucore_C18_neg	102013.90	111770.77	310316.73	340773.40	42271.82	656412.29	9287.54	27011.75	51365.71	608343.10	13022.05	9970.18	107517.01	21097.15	311756.11	134287.00	43612.00	105965.80	48442.51	308590.31	103126.96	123675.40	47331.36	13583.52	27866.59	134260.13	18138.51	353511.52	100900.84	124938.08	362662.89	43255.62	46766.60	179567.36	175505.94	183224.81	Hex1Cer(d19:0/20:0)+HCOO	(d19:0/20:0)	Hex1Cer	C46 H90 O10 N1	19.21	816.6570	3.531478802	0.328370095
17.77_728.5257m/z	728.5257	17.77	Accucore_C18_neg	99046.10	68095.78	414956.90	343069.42	172359.79	871224.40	8876.75	36872.11	59796.42	632003.08	8200.59	6993.80	69212.77	18487.30	333608.48	116323.71	142829.32	69873.52	67119.44	458529.16	97602.00	114558.59	172818.44	35940.22	88225.11	85101.94	61414.49	400680.89	256070.41	100490.19	385798.91	151882.89	68663.02	222420.63	209485.30	210454.53	PE(17:1/18:1)-H	(17:1/18:1)	PE	C40 H75 O8 N1 P1	17.78	728.5236	12.16931168	0.109886232
19.39_662.5744m/z	662.5744	19.39	Accucore_C18_pos	96055.96	124123.42	875838.28	712862.56	31810.91	827640.21	11472.86	23274.15	67699.02	1115698.11	26669.40	14778.17	91231.75	26878.35	693534.57	163294.57	82612.24	131423.45	65386.96	361795.65	129941.12	128938.86	35060.09	22071.85	56281.84	143590.25	35289.81	471951.62	100880.17	146561.52	492240.77	39657.39	68004.80	279419.82	267467.67	282693.55	DG(18:0/20:4)+NH4	(18:0/20:4)	DG	C41 H76 O5 N1	19.40	662.5718	16.48295073	1.821680029
19.85_646.6132m/z	646.6132	19.85	Accucore_C18_pos	94111.90	105911.77	101276.00	109425.63	90478.70	74675.18	32032.71	27624.89	132471.74	96991.50	282947.10	220838.98	79040.21	207723.38	104576.98	103507.19	5056.25	48664.20	152259.12	164385.15	76754.88	26648.50	145251.01	63383.38	34671.12	115317.89	30918.81	91232.30	88611.44	64757.85	125087.40	78626.52	188662.68	100375.36	91057.27	96058.79	Cer(d22:0/20:3)+H	(d22:0/20:3)	Cer	C42 H80 O3 N1	19.84	646.6133	5.127032165	0.286387655
15.92_734.4783m/z	734.4783	15.92	Accucore_C18_neg	93667.64	36494.37	390955.56	366276.96	191340.31	1018768.45	60310.61	141858.66	231674.60	556569.87	40841.81	37564.41	39778.85	54838.95	373096.06	44031.46	82196.17	23276.01	178547.52	548457.89	31408.17	40527.68	177531.85	30593.79	69762.32	47788.35	49683.19	592267.77	105139.12	37096.62	587102.71	118545.27	260851.93	233873.80	221531.81	228739.51	PE(16:1/20:5)-H| PE(14:0/22:6)-H	(16:1/20:5)| (14:0/22:6)	PE| PE	C41 H69 O8 N1 P1| C41 H69 O8 N1 P1	15.571| 15.9138071671251	734.47663053| 734.47663053	3.87430255681271| 13.6155083434825	0.308244676505987| 0.121738303576964
15.03_688.4929m/z	688.4929	15.03	Accucore_C18_pos	92869.10	106159.13	148687.58	130262.19	132820.25	313554.24	17819.64	23692.95	115223.05	234900.24	17533.06	13738.80	90025.03	32378.06	133870.46	162803.05	122424.57	80236.20	37357.76	114344.16	86974.33	95713.16	113318.53	33094.59	81132.34	74355.44	72946.73	195510.56	53622.74	132399.61	203710.86	89830.78	51068.56	97026.58	100110.78	107442.71	PC(11:0/18:2)+H	(11:0/18:2)	PC	C37 H71 O8 N1 P1	15.02	688.4912	4.769574785	0.35918466
16.67_790.5058m/z	790.5058	16.67	Accucore_C18_neg	92652.90	38846.57	221079.10	199352.65	58302.24	429391.90	143199.93	346612.57	963072.39	360304.43	167578.15	94364.88	42147.37	248918.77	203287.67	90940.91	55972.87	31136.58	646986.41	238946.94	53084.37	51855.23	62894.35	18240.80	43506.72	70501.72	24061.12	274816.04	83733.35	50307.08	227316.14	44200.19	728001.38	278113.00	263281.18	277545.53	PS(16:1e/22:6)-H	(16:1e/22:6)	PS	C44 H73 O9 N1 P1	16.65	790.5028	25.52570238	0.08627673
21.19_684.6162m/z	684.6162	21.19	Accucore_C18_pos	90903.38	87211.63	90852.74	110010.90	90954.01	77510.80	67808.93	59042.23	86809.40	140408.00	88201.00	82113.27	87458.93	73058.48	98389.28	115368.39	53992.59	86667.46	76772.29	86055.89	106431.14	101244.13	98340.21	105747.21	93062.40	119458.79	107537.65	85851.35	105694.40	136582.83	90244.46	134563.92	118928.25	125779.53	125013.66	122394.52	TG(12:0/12:0/14:0)+NH4	(12:0/12:0/14:0)	TG	C41 H82 O6 N1	20.71	684.6137	23.06242716	1.554736176
14.52_738.5081m/z	738.5081	14.52	Accucore_C18_pos	86537.80	58428.21	183410.26	145684.11	101468.02	303288.37	52032.51	90605.75	134533.88	233210.64	48089.77	49302.77	57706.09	64325.23	140893.32	74595.09	67943.22	54227.13	121752.81	157401.30	50601.91	72608.72	100750.49	42282.28	46842.25	65885.76	49701.19	165809.31	104730.07	82469.85	164497.38	101157.23	160325.29	130423.78	122019.41	129572.69	PC(11:0/22:5)+H	(11:0/22:5)	PC	C41 H73 O8 N1 P1	14.51	738.5068	4.105999916	0.85208066
17.92_913.5815m/z	913.5815	17.92	Accucore_C18_neg	84638.21	55285.37	208666.94	214658.99	52080.71	435330.25	43236.48	95872.73	262984.01	348926.99	54022.34	30685.81	63157.28	66898.13	229411.41	83023.14	86253.29	43998.79	170816.75	219925.16	73837.79	102136.17	64220.69	23131.25	57653.25	97736.45	30884.10	185254.56	168491.86	63011.50	200811.71	56458.20	166980.49	170622.63	163702.01	166391.88	PI(18:0/22:4)-H| PI(20:0/20:4)-H	(18:0/22:4)| (20:0/20:4)	PI| PI	C49 H86 O13 N0 P1| C49 H86 O13 N0 P1	17.9119397850066| 18.2254429288664	913.581156529999| 913.581156529999	5.13532611341536| 17.5378391621513	0.0337333229041654| 0.300900756100793
16.52_822.5654m/z	822.5654	16.52	Accucore_C18_neg	78839.54	118688.42	168535.16	149325.55	25887.34	259999.54	20641.50	56798.18	106768.58	317267.59	12216.02	8981.29	102036.77	24424.55	146404.15	103169.74	49227.56	79615.58	78063.50	116143.80	71783.35	60079.25	23152.33	4224.80	29745.57	114440.63	13554.05	170597.74	20458.84	82775.64	143023.22	13074.21	82229.02	98462.74	99134.86	103003.80	PS(18:0e/22:5)-H	(18:0e/22:5)	PS	C46 H81 O9 N1 P1	16.49	822.5654	3.489967755	2.047489885
17.75_702.5098m/z	702.5098	17.75	Accucore_C18_neg	77852.36	37852.29	356726.28	308864.83	156475.01	865546.63	11650.10	43077.53	73985.50	621665.40	10005.88	11337.36	37944.87	22266.62	303584.89	87836.26	119241.80	29367.01	73505.26	459898.22	76607.38	93410.45	159062.87	32588.09	75888.98	51457.74	48220.58	427255.29	219318.20	76237.16	402389.04	140008.55	79097.35	207816.54	198613.13	204432.48	PE(15:0/18:1)-H	(15:0/18:1)	PE	C38 H73 O8 N1 P1	17.74	702.5079	11.52544222	0.224740745
15.53_707.5717m/z	707.5717	15.53	Accucore_C18_pos	77655.61	80435.53	109590.03	94903.13	53878.36	303862.34	8538.88	22945.82	95296.64	189329.37	12764.50	9822.06	74875.69	29039.20	101887.96	134642.81	51153.73	152413.39	69910.09	158614.25	123903.45	129826.71	57765.46	15904.57	48032.49	109232.98	58310.49	50610.89	278068.24	139602.33	65272.40	87492.48	47483.00	115416.78	112991.88	117872.89	SM(t18:0/15:0)+H	(t18:0/15:0)	SM	C38 H80 O7 N2 P1	15.50	707.5698	7.423659465	2.232241192
15.04_764.5248m/z	764.5248	15.04	Accucore_C18_pos	76504.28	67728.27	262427.31	198712.04	106316.59	510013.61	60407.40	167300.07	278550.70	386252.62	38387.06	38475.88	58044.07	66892.69	202780.70	79272.79	58626.93	38207.41	213786.65	221320.72	37143.75	47288.79	102121.66	8062.52	29327.60	64807.49	18342.97	253424.76	73735.76	83481.07	246397.23	64514.36	262838.38	163152.86	157110.75	162834.35	PC(22:6/13:0)+H	(22:6/13:0)	PC	C43 H75 O8 N1 P1	15.02	764.5225	4.559968551	0.520189588
15.64_702.5083m/z	702.5083	15.64	Accucore_C18_pos	76136.09	61446.04	230952.45	175475.12	114411.60	558133.70	24019.35	56873.03	89403.92	333254.09	15088.97	13283.09	60437.69	24063.55	180399.44	82739.62	64122.46	37280.67	75246.28	253848.14	48684.21	61061.22	120105.55	24108.60	45991.29	64313.64	30287.64	270386.67	86055.28	81870.01	258434.60	77025.89	107668.47	134665.01	126909.27	132839.88	PC(12:0/18:2)+H	(12:0/18:2)	PC	C38 H73 O8 N1 P1	15.74	702.5068	8.584620887	0.146336665
15.77_736.5288m/z	736.5288	15.77	Accucore_C18_pos	74780.07	155719.13	224789.27	186227.13	19167.67	177877.24	39663.45	102792.08	255286.56	358127.10	26938.01	22319.01	139414.99	50115.57	194276.69	99918.45	19288.04	86902.02	157407.51	47287.92	65325.21	44190.41	22223.14	1138.83	10805.56	160026.24	2797.28	78581.66	13275.87	94546.74	70978.48	13355.08	191970.20	123361.12	122478.46	116317.73	PC(12:0e/22:6)+H	(12:0e/22:6)	PC	C42 H75 O7 N1 P1	15.75	736.5276	8.418732847	0.059008486
14.82_929.5202m/z	929.5202	14.82	Accucore_C18_neg	73538.96	3648.06	98904.39	69787.44	91512.92	266262.67	81684.27	168286.54	282539.04	160851.49	65131.85	61530.23	4211.75	99771.80	77290.49	5956.70	26078.53	994.24	248063.64	144963.38	1823.28	1283.77	100478.39	3825.76	23206.73	5438.60	15845.80	141302.62	109294.50	2421.76	145590.05	60432.00	310059.20	121259.74	118196.07	125853.42	PI(20:4/22:6)-H	(20:4/22:6)	PI	C51 H78 O13 N0 P1	14.82	929.5186	12.96401781	0.511876357
15.30_905.5200m/z	905.5200	15.30	Accucore_C18_neg	72838.14	6957.49	145852.71	113600.58	78245.36	374140.12	68365.43	154875.25	273841.29	290421.10	55759.56	48818.69	7923.31	77310.85	133088.46	7468.92	31630.38	3778.96	215721.48	184150.06	5281.72	5255.69	83727.09	7065.08	27549.81	11975.61	20423.90	173891.46	117211.48	5498.44	169796.78	54383.05	258160.26	123285.17	118914.54	129224.58	PI(18:2/22:6)-H	(18:2/22:6)	PI	C49 H78 O13 N0 P1	15.31	905.5186	18.70061944	0.449773335
16.02_810.5076m/z	810.5076	16.02	Accucore_C18_neg	71590.55	38097.89	345845.79	280740.33	66039.97	630758.91	88995.25	179662.59	323631.65	606155.11	73426.27	69754.83	37968.27	120384.00	287304.78	22951.94	44553.36	35035.02	257750.96	248930.28	21508.70	23938.34	63384.96	6290.70	25304.20	41819.58	23533.24	277072.53	132348.98	17925.66	258934.83	51342.80	281584.16	176583.99	171017.70	181616.25	PE(20:4/22:6)-H	(20:4/22:6)	PE	C47 H73 O8 N1 P1	15.79	810.5079	39.79179113	0.300921132
16.76_712.4936m/z	712.4936	16.76	Accucore_C18_neg	71428.92	36240.97	356790.44	274331.91	115594.69	781574.37	16654.97	58581.59	154316.51	479889.71	29432.12	27706.15	29129.06	81953.76	270829.63	51646.02	57343.52	45783.19	190228.39	456609.59	43024.98	60904.07	115490.85	10145.45	46865.31	45150.09	57939.86	212628.14	450219.20	54273.07	245354.86	161085.62	138373.39	203861.59	182695.27	193554.54	PE(16:1/18:2)-H| PE(16:0/18:3)-H	(16:1/18:2)| (16:0/18:3)	PE| PE	C39 H71 O8 N1 P1| C39 H71 O8 N1 P1	16.46| 16.7654268921981	712.492280529999| 712.492280529999	5.84650646076185| 11.49712976686	0.206169087289289| 0.0642310601051943
18.52_860.5451m/z	860.5451	18.52	Accucore_C18_neg	69711.59	82843.22	188376.46	179673.88	48610.84	249453.62	21524.23	47175.20	79703.14	292205.51	26220.78	20156.76	89252.70	32928.59	181875.50	83426.56	52483.37	74816.09	69510.08	121501.74	65748.02	69913.09	56123.79	16024.43	40699.82	115972.30	24908.70	129424.62	57947.15	68797.45	127020.14	43658.09	90293.73	110633.66	111404.42	115669.21	PS(20:2/22:5)-H| PS(20:2/22:5)-H	(20:2/22:5)| (20:2/22:5)	PS| PS	C48 H79 O10 N1 P1| C48 H79 O10 N1 P1	18.2340656705882| 18.507	860.544710529999| 860.544710529999	3.64523303761943| 4.44198959316593	0.571510919460516| 0.782588622186654
18.91_718.5419m/z	718.5419	18.91	Accucore_C18_neg	69401.80	9595.80	502739.64	457462.55	76660.27	774458.67	40811.39	104525.44	196102.17	717273.25	42663.39	34829.57	14672.16	65013.24	467883.67	32288.64	123446.00	4547.52	158687.09	383047.95	16475.11	39033.72	73790.37	14742.66	46183.13	14948.92	30989.41	383245.93	167834.01	33435.05	393350.07	53404.43	183264.23	224762.57	220763.13	222875.99	PE(18:0/16:0)-H	(18:0/16:0)	PE	C39 H77 O8 N1 P1	18.90	718.5392	13.72638923	0.453532881
15.22_714.5094m/z	714.5094	15.22	Accucore_C18_pos	69280.54	75425.64	218003.93	172906.57	81197.85	482118.38	4014.74	18046.38	42579.97	348175.70	4410.95	3855.05	68871.38	9790.74	184251.01	83632.03	91816.67	58034.15	25352.43	179444.25	66467.92	93878.91	74031.76	25558.59	57486.55	69689.70	45377.33	226521.77	49779.73	95607.75	233581.61	55250.70	36124.07	111295.93	106715.10	110708.60	PC(11:0/20:3)+H	(11:0/20:3)	PC	C39 H73 O8 N1 P1	15.18	714.5068	4.731327888	0.402727255
19.70_800.6202m/z	800.6202	19.70	Accucore_C18_neg	69194.19	66217.00	129870.16	117504.61	53139.06	259760.79	16536.96	40527.16	77780.64	223210.08	14871.74	12873.35	70877.39	20631.02	117865.95	95969.87	142521.93	59752.27	62517.56	104729.75	67510.99	85986.05	50986.81	18323.50	60066.73	81928.07	34253.57	108666.48	60759.71	83725.11	102360.53	37911.17	74583.62	102121.16	101070.51	101959.00	PE(18:1/22:0)-H	(18:1/22:0)	PE	C45 H87 O8 N1 P1	19.72	800.6175	5.180614667	0.827013923
21.08_656.6218m/z	656.6218	21.08	Accucore_C18_pos	68593.89	64119.65	62008.33	71789.36	69327.63	71896.15	32137.53	33860.44	61686.27	74267.56	72931.23	56426.91	52789.70	56099.05	67860.15	92726.84	43359.99	46693.63	63765.44	90076.59	82454.47	57196.46	72585.68	62156.10	52435.73	76431.89	50735.77	72556.09	73293.93	80786.23	73731.89	77176.34	84615.67	90774.73	85752.94	100170.75	DG(18:0/19:0)+NH4	(18:0/19:0)	DG	C40 H82 O5 N1	21.06	656.6188	7.052659859	1.36449079
18.25_939.5976m/z	939.5976	18.25	Accucore_C18_neg	62552.79	21188.73	60213.76	61940.81	50888.44	211151.51	45943.22	99289.02	225829.76	129295.62	46846.49	44298.82	30022.91	80012.95	68277.35	63164.77	79945.86	19335.71	147780.33	89159.58	43705.38	41807.11	65569.30	17178.08	63954.31	48381.89	31088.75	66499.98	75978.32	45417.00	71322.40	46548.71	185720.28	104982.77	96998.85	99266.16	PI(20:0/22:5)-H	(20:0/22:5)	PI	C51 H88 O13 N0 P1	18.24	939.5968	6.295304008	0.069427079
16.66_713.5595m/z	713.5595	16.66	Accucore_C18_pos	61687.52	98336.27	246996.92	204946.99	49753.38	221533.44	3980.02	14966.09	64048.11	360931.72	5445.15	2143.02	73609.44	11715.55	228846.94	73963.85	25979.00	136614.14	44921.51	155791.89	47272.63	56566.47	59326.92	6308.19	21362.93	121702.91	21049.74	75838.01	273239.43	75737.61	71593.46	51083.03	37243.60	127290.34	126957.68	114594.75	SM(d18:2/17:1)+H	(d18:2/17:1)	SM	C40 H78 O6 N2 P1	16.63	713.5592	8.900312288	0.205201278
15.17_955.5359m/z	955.5359	15.17	Accucore_C18_neg	61255.92	703.76	51354.63	51659.51	101472.94	212797.54	134849.52	231338.44	460880.83	86585.00	86564.55	86255.63	1200.32	113869.75	57658.58	2021.24	27171.53	584.11	276416.13	102579.40	610.55	99.49	105689.42	9354.72	23017.91	3501.99	17765.33	111868.18	64853.26	374.71	120550.48	49062.79	378782.76	125699.75	125705.77	128545.82	PI(22:5/22:6)-H	(22:5/22:6)	PI	C53 H80 O13 N0 P1	15.15	955.5342	5.756888182	0.49502489
16.56_664.5293m/z	664.5293	16.56	Accucore_C18_pos	60811.75	59971.27	172655.89	136302.94	61652.23	275109.42	35820.64	101202.72	230542.48	279479.21	22740.59	22014.88	54065.11	38292.73	141332.58	63205.73	44532.97	33894.22	163362.25	94565.53	54117.86	43177.70	59465.74	10717.95	30896.14	66734.44	12334.98	161728.08	19831.89	62931.91	143062.95	49097.92	191185.89	120237.91	115366.18	114136.82	LPC(28:0)+H	(28:0)	LPC	C36 H75 O7 N1 P1	16.56	664.5276	9.158615832	0.15242846
3.44_568.3426m/z	568.3426	3.44	Accucore_C18_pos	59710.56	58150.55	61130.60	52482.08	24584.74	156581.72	44007.04	60717.98	149457.66	162706.85	37834.12	26862.67	58703.14	43862.86	74527.75	52914.04	48102.77	27956.49	69542.69	73501.89	37779.29	46555.94	31913.68	39708.21	66001.32	88905.81	85399.94	110500.69	78054.57	70241.51	124057.95	27717.95	141179.39	118546.11	128771.85	136736.15	LPC(22:6)+H	(22:6)	LPC	C30 H51 O7 N1 P1	3.44	568.3398	10.49556311	8.260997705
17.25_810.5309m/z	810.5309	17.25	Accucore_C18_neg	57836.83	24401.18	163606.30	148823.67	44197.18	482261.81	15331.65	40242.13	86457.21	402882.86	23301.80	11403.98	46244.00	32478.42	177515.27	80526.85	41748.48	37621.92	70527.80	202912.93	32824.06	42105.44	67694.86	6039.12	27925.61	72633.91	23158.04	125989.90	179430.68	65316.34	145851.27	50357.32	84824.27	110075.19	108002.26	108582.43	PS(18:0/20:4)-H	(18:0/20:4)	PS	C44 H77 O10 N1 P1	17.39	810.5291	13.45823581	0.216253651
18.57_584.5277m/z	584.5277	18.57	Accucore_C18_pos	57773.78	46937.42	233871.52	177372.17	59445.86	294068.27	31875.11	43630.69	48923.03	214716.37	28112.26	31234.47	36182.51	36790.53	178282.81	56101.70	105378.15	35886.25	61792.96	201117.21	44554.79	60380.51	51879.36	33707.49	48773.50	50589.62	41051.35	201033.11	63360.62	69557.82	205098.16	66375.07	61165.53	108885.37	101709.20	109655.10	DG(16:0/16:1)+NH4	(16:0/16:1)	DG	C35 H70 O5 N1	18.59	584.5249	5.415447917	1.805656056
18.06_889.5779m/z	889.5779	18.06	Accucore_C18_neg	57007.56	60940.52	124399.71	137074.96	52799.32	239844.04	24620.65	37498.45	61715.87	287638.12	21969.19	23201.93	63696.40	32699.13	153868.61	66714.21	56550.50	57165.22	53305.17	117510.70	57566.40	55426.29	51979.67	30262.50	50380.36	69238.43	35514.49	95334.06	55972.13	61854.74	117171.77	47660.41	56849.91	84714.28	74548.46	72152.39	PI(20:1/18:1)-H	(20:1/18:1)	PI	C47 H86 O13 N0 P1	18.07	889.5812	3.781158541	0.053287506
8.93_480.3100m/z	480.3100	8.93	Accucore_C18_neg	57003.60	69578.78	96991.19	100893.57	29711.92	184100.05	10605.12	16996.87	40009.17	140667.38	10677.07	7856.78	77832.88	9489.67	99659.85	157277.45	42025.70	58496.26	35830.57	111329.85	56176.34	60445.54	30286.83	14522.52	29065.70	101784.99	20730.45	96625.35	57830.85	64028.10	87866.27	25976.35	44928.98	91981.17	89292.30	95179.57	LPE(18:0)-H	(18:0)	LPE	C23 H47 O7 N1 P1	8.88	480.3096	20	3.588581499
16.58_740.5249m/z	740.5249	16.58	Accucore_C18_neg	56510.30	14926.20	199687.91	139164.06	51685.53	380629.67	28087.97	77356.16	181598.68	268223.24	64667.40	36884.12	10280.09	97577.81	143814.44	33495.60	22515.00	32932.68	225688.52	232582.09	24935.39	28577.62	43903.55	18556.89	15820.04	23658.75	22528.52	91503.88	217188.74	30855.57	104062.21	61335.07	149157.64	123288.88	111374.22	116288.30	PE(16:0/20:3)-H	(16:0/20:3)	PE	C41 H75 O8 N1 P1	16.54	740.5236	3.091923942	1.069538066
8.72_550.3883m/z	550.3883	8.72	Accucore_C18_pos	56117.03	66234.07	74128.73	82344.62	29388.17	126864.80	19139.76	20239.05	56308.22	152142.68	11081.67	8190.17	76964.58	12653.03	77340.22	94877.00	37283.93	77907.63	34515.28	59521.41	59555.13	72482.13	21031.29	10741.69	36813.47	81962.26	33121.22	55925.84	32832.72	98417.80	57621.37	15581.14	46003.12	36163.31	34690.62	34459.91	LPC(20:1)+H	(20:1)	LPC	C28 H57 O7 N1 P1	8.71	550.3867	7.315958908	4.621718165
17.37_937.5823m/z	937.5823	17.37	Accucore_C18_neg	52122.47	4688.10	118537.91	108374.39	77047.70	255299.14	47547.45	93428.11	211146.55	211859.12	42274.31	51950.08	5168.97	81918.48	110581.25	16386.63	52294.87	2840.49	150312.37	115333.40	12368.80	12565.11	80161.01	9351.24	38234.87	12189.99	23837.69	122251.06	50496.03	11948.67	127664.06	44411.08	201285.94	98145.97	90823.59	101250.21	PI(20:1/22:5)-H	(20:1/22:5)	PI	C51 H86 O13 N0 P1	17.35	937.5812	8.454446045	0.242648392
20.08_833.7101m/z	833.7101	20.08	Accucore_C18_pos	50913.85	435866.03	72191.25	102603.23	43593.30	102024.86	2943.50	3826.48	45164.70	113309.87	4189.51	2861.69	355615.45	4247.57	95882.29	264901.50	182234.48	230962.36	14233.50	15532.04	177484.54	158042.54	35142.70	5360.68	31896.71	476039.56	20065.76	23433.21	86003.51	232278.24	39761.40	56662.99	11655.65	123646.48	110257.69	124599.16	SM(t18:0/24:0)+H	(t18:0/24:0)	SM	C47 H98 O7 N2 P1	20.11	833.7106	5.784206294	1.809861589
